ISS.UTCGregorian,ISS.UTCModJulian,ISS.ElapsedSecs,ISS.ICRF.X,ISS.ICRF.Y,ISS.ICRF.Z,Earth.ICRF.X,Earth.ICRF.Y,Earth.ICRF.Z,Sun.ICRF.X,Sun.ICRF.Y,Sun.ICRF.Z,SolarSystemBarycenter.ICRF.X,SolarSystemBarycenter.ICRF.Y,SolarSystemBarycenter.ICRF.Z
13 Sep 2024 06:03:34.843,30566.75248660536,41032.84270333825,147526475.2182265,-23147129.48302345,-10009484.44914612,147526693.0563279,-23152791.05155369,-10005710.84496625,-970069.5828589201,-620839.7383276299,-237995.6803351585,0,0,0
13 Sep 2024 06:05:06.602,30566.75354862912,41124.60155580193,147526365.9408493,-23144974.80927507,-10008785.02068479,147527094.5573062,-23150327.26037276,-10004642.86960112,-970068.538000077,-620840.4339610413,-237995.9987332467,0,0,0
13 Sep 2024 06:06:38.377,30566.75461083916,41216.37650371995,147526264.3340189,-23142876.59710075,-10008041.34914392,147527496.08011,-23147863.029874,-10003574.70383388,-970067.492957145,-620841.1297150142,-237996.3171865717,0,0,0
13 Sep 2024 06:08:10.168,30566.75567324465,41308.16833761055,147526175.7430103,-23140830.95522291,-10007249.96025215,147527897.6281716,-23145398.33882833,-10002506.3384624,-970066.4477210641,-620841.8255955502,-237996.635697877,0,0,0
13 Sep 2024 06:09:41.973,30566.75673580065,41399.97317623347,147526105.3814132,-23138833.53224047,-10006407.92477828,147528299.1844884,-23142933.29144773,-10001437.81865929,-970065.4023360908,-620842.5215732269,-237996.9542536922,0,0,0
13 Sep 2024 06:11:13.789,30566.75779848401,41491.78901861887,147526058.2681727,-23136879.41447741,-10005512.83708588,147528700.7402891,-23140467.94145815,-10000369.16771304,-970064.3568249047,-620843.2176328637,-237997.2728470769,0,0,0
13 Sep 2024 06:12:45.612,30566.75886124859,41583.61187791452,147526039.1765459,-23134963.26365404,-10004562.87663928,147529102.2781227,-23138002.39590937,-9999300.432026353,-970063.3112330139,-620843.913744241,-237997.5914641954,0,0,0
13 Sep 2024 06:14:17.439,30566.75992405999,41675.43878315482,147526052.5807451,-23133079.31033443,-10003556.79997284,147529503.7849884,-23135536.7345746,-9998231.646178385,-970062.2655941546,-620844.6098848432,-237997.9100947399,0,0,0
13 Sep 2024 06:15:49.265,30566.76098686731,41767.26533541223,147526102.6078941,-23131221.46751508,-10002493.98028448,147529905.2416492,-23133071.07557065,-9997162.861369016,-970061.2199584842,-620845.3060213067,-237998.228723444,0,0,0
13 Sep 2024 06:17:21.087,30566.76204962291,41859.08741959138,147526192.9926178,-23129383.36128722,-10001374.39777274,147530306.6301179,-23130605.52939438,-9996094.125495123,-970060.1743728518,-620846.0021224469,-237998.5473360326,0,0,0
13 Sep 2024 06:18:52.901,30566.7631122746,41950.90052580927,147526327.0359391,-23127558.41442871,-10000198.64856287,147530707.9306908,-23128140.21714455,-9995025.491049169,-970059.1288885474,-620846.6981540695,-237998.8659168556,0,0,0
13 Sep 2024 06:20:24.700,30566.76417477316,42042.70040098345,147526507.569695,-23125739.90552825,-9998967.931388404,147531109.1247959,-23125675.25302587,-9993957.00753524,-970058.0835541189,-620847.3940839358,-237999.1844511516,0,0,0
13 Sep 2024 06:21:56.482,30566.76523705502,42134.48155391961,147526736.9218812,-23123921.07258429,-9997684.056116676,147531510.1884604,-23123210.78448964,-9992888.738868777,-970057.0384319723,-620848.0898704194,-237999.5029198714,0,0,0
13 Sep 2024 06:23:28.241,30566.76629908766,42226.24117364176,147527016.9003458,-23122095.11021752,-9996349.370649973,147531911.1094326,-23120746.88702049,-9991820.717769941,-970055.9935542047,-620848.7854922004,-237999.8213132601,0,0,0
13 Sep 2024 06:24:59.976,30566.76736082935,42317.97565582674,147527348.7664015,-23120255.31291139,-9994966.782238893,147532311.8720013,-23118283.65740668,-9990752.986193344,-970054.9489618242,-620849.4809219651,-238000.1396188121,0,0,0
13 Sep 2024 06:26:31.684,30566.76842226339,42409.68355742516,147527733.2314143,-23118395.08898848,-9993539.68240707,147532712.4699034,-23115821.13440342,-9989685.560938103,-970053.904671222,-620850.1761487797,-238000.4578315243,0,0,0
13 Sep 2024 06:28:03.363,30566.76948336629,42501.36284760665,147528170.4406776,-23116508.08661442,-9992071.950568909,147533112.8943113,-23113359.37254938,-9988618.465644978,-970052.8607056439,-620850.8711572476,-238000.7759443428,0,0,0
13 Sep 2024 06:29:35.012,30566.77054411631,42593.01164892968,147528659.9735311,-23114588.24828563,-9990567.901986752,147533513.1370719,-23110898.42226508,-9987551.72216963,-970051.8170863688,-620851.5659331232,-238001.0939507596,0,0,0
13 Sep 2024 06:31:06.632,30566.77160453394,42684.63173228083,147529200.8691964,-23112629.80154033,-9989032.182208294,147533913.2059657,-23108438.23600644,-9986485.309903178,-970050.7737932205,-620852.2604898438,-238001.4118569195,0,0,0
13 Sep 2024 06:32:38.223,30566.77266461888,42776.22307125712,147529791.6100495,-23110627.43291451,-9987469.805026306,147534313.100923,-23105978.8144899,-9985419.229156157,-970049.7308266163,-620852.9548272155,-238001.7296627276,0,0,0
13 Sep 2024 06:34:09.789,30566.7737244044,42867.78854032746,147530430.1664275,-23108576.24298661,-9985886.019884478,147534712.8345371,-23103520.08053702,-9984353.446474146,-970048.6881536543,-620853.6489670314,-238002.0473781619,0,0,0
13 Sep 2024 06:35:41.331,30566.77478392462,42959.33108751196,147531114.003604,-23106471.85592983,-9984286.302138245,147535112.4197162,-23101061.95499344,-9983287.92754624,-970047.6457409561,-620854.3429316282,-238002.3650134522,0,0,0
13 Sep 2024 06:37:12.855,30566.77584323404,43050.85542134475,147531840.1223364,-23104310.4245498,-9982676.265048567,147535511.8770458,-23098604.31142988,-9982222.617569365,-970046.6035347581,-620855.0367567092,-238002.6825849358,0,0,0
13 Sep 2024 06:38:44.365,30566.77690237829,43142.36548435874,147532605.0727086,-23102088.72608661,-9981061.643978555,147535911.2237586,-23096147.04398463,-9981157.470655831,-970045.5614901781,-620855.7304721661,-238003.0001062937,0,0,0
13 Sep 2024 06:40:15.866,30566.77796141024,43233.86584490072,147533405.0012534,-23099804.16221144,-9979448.211297689,147536310.4798097,-23093690.02999006,-9980092.433633128,-970044.5195553005,-620856.4241126254,-238003.3175933752,0,0,0
13 Sep 2024 06:41:47.363,30566.77902040142,43325.36268284312,147534235.7018903,-23097454.75699619,-9977841.697980009,147536709.6721748,-23091233.10350341,-9979027.434570376,-970043.4776597023,-620857.1177249253,-238003.635067625,0,0,0
13 Sep 2024 06:43:18.861,30566.78007940987,43416.86101318337,147535092.6361899,-23095039.24396208,-9976247.782155639,147537108.8227355,-23088776.12986008,-9977962.415094767,-970042.4357461929,-620857.8113471083,-238003.9525464419,0,0,0
13 Sep 2024 06:44:50.364,30566.7811384698,43508.363791171,147535970.9705083,-23092557.10614688,-9974672.044033883,147537507.944379,-23086319.02970385,-9976897.340807928,-970041.3937812448,-620858.5050015561,-238004.2700400837,0,0,0
13 Sep 2024 06:46:21.876,30566.78219764338,43599.87638824387,147536865.6689183,-23090008.46125297,-9973119.829485124,147537907.0605217,-23083861.65880447,-9975832.149190666,-970040.351703614,-620859.1987289935,-238004.5875671823,0,0,0
13 Sep 2024 06:47:53.402,30566.7832569714,43691.40232888749,147537771.5056878,-23087394.17274888,-9971596.267293431,147538306.1865196,-23081403.92250081,-9974766.799210416,-970039.3094731569,-620859.8925561458,-238004.9051399715,0,0,0
13 Sep 2024 06:49:24.945,30566.78431649476,43782.94514733134,147538683.1374049,-23084715.79073157,-9970106.182779666,147538705.3377591,-23078945.72589429,-9973701.249731705,-970038.2670496702,-620860.5865097903,-238005.2227707114,0,0,0
13 Sep 2024 06:50:56.507,30566.78537624274,43874.50737260515,147539595.148793,-23081975.56463829,-9968654.063247072,147539104.5252387,-23076487.00106953,-9972635.471315403,-970037.2244043946,-620861.2806091085,-238005.5404681806,0,0,0
13 Sep 2024 06:52:28.089,30566.78643621515,43966.08898930717,147540502.0942385,-23079176.46914633,-9967244.032349262,147539503.7488604,-23074027.74843639,-9971569.46413919,-970036.1815374196,-620861.9748539813,-238005.8582323194,0,0,0
13 Sep 2024 06:53:59.692,30566.78749643444,44057.69193585729,147541398.5998849,-23076322.03849503,-9965879.735100044,147539903.0170419,-23071567.91593831,-9970503.205638232,-970035.1384266615,-620862.6692590974,-238006.1760698613,0,0,0
13 Sep 2024 06:55:31.315,30566.78855689098,44149.31538056117,147542279.3739564,-23073416.47348706,-9964564.371164395,147540302.3261246,-23069107.52590486,-9969436.70549171,-970034.095081687,-620863.36381815,-238006.4939779118,0,0,0
13 Sep 2024 06:57:02.958,30566.78961757262,44240.95827452838,147543139.2886281,-23070464.52147603,-9963300.619608428,147540701.6715057,-23066646.60649836,-9968369.975907091,-970033.0515144169,-620864.0585232005,-238006.8119528331,0,0,0
13 Sep 2024 06:58:34.619,30566.79067845979,44332.61892608134,147543973.4308308,-23067471.44026317,-9962090.615748538,147541101.0457837,-23064185.20314248,-9967303.036574107,-970032.0077440143,-620864.7533614114,-238007.1299887579,0,0,0
13 Sep 2024 07:00:06.296,30566.7917395362,44424.29592800327,147544777.163235,-23064442.91288963,-9960935.915623408,147541500.4428003,-23061723.35362266,-9966235.903871546,-970030.963786602,-620865.4483221062,-238007.4480808023,0,0,0
13 Sep 2024 07:01:37.986,30566.79280076618,44515.98619805882,147545546.1568571,-23061385.05254476,-9959837.503536591,147541899.8491037,-23059261.14070511,-9965168.613675909,-970029.9196772575,-620866.1433819458,-238007.7662182711,0,0,0
13 Sep 2024 07:03:09.687,30566.79386212074,44607.68723204965,147546276.4578481,-23058304.26455503,-9958795.751967814,147542299.2537665,-23056798.63163452,-9964101.195135627,-970028.8754445016,-620866.8385219276,-238008.084392475,0,0,0
13 Sep 2024 07:04:41.396,30566.79492356991,44699.39644059632,147546964.5236993,-23055207.20024518,-9957810.426575797,147542698.6454953,-23054335.89594384,-9963033.678390998,-970027.8311178088,-620867.5337224193,-238008.4025944304,0,0,0
13 Sep 2024 07:06:13.110,30566.79598506568,44791.10967497109,147547607.2513667,-23052100.73663845,-9956880.703123575,147543098.0062129,-23051873.0450413,-9961966.111733925,-970026.7867444158,-620868.2289519757,-238008.7208097409,0,0,0
13 Sep 2024 07:07:44.824,30566.7970465724,44882.82385513885,147548202.0309882,-23048991.81509012,-9956005.147661123,147543497.3225033,-23049410.16163784,-9960898.531016937,-970025.7423593998,-620868.9241872616,-238009.0390277226,0,0,0
13 Sep 2024 07:09:16.537,30566.7981080621,44974.53656585421,147548746.7691206,-23045887.38086162,-9955181.738726573,147543896.5838511,-23046947.31059307,-9959830.964354586,-970024.6979902387,-620869.6194099486,-238009.3572399896,0,0,0
13 Sep 2024 07:10:48.245,30566.79916949948,45066.24475505669,147549239.9030654,-23042794.35322027,-9954407.901491839,147544295.7769741,-23044484.57386843,-9958763.447274523,-970023.6536717117,-620870.3145969138,-238009.6754359566,0,0,0
13 Sep 2024 07:12:19.946,30566.80023085682,45157.94602981769,147549680.4256774,-23039719.50797898,-9953680.523825418,147544694.8914651,-23042022.0157259,-9957696.007632229,-970022.609431088,-620871.009730015,-238009.9936073218,0,0,0
13 Sep 2024 07:13:51.639,30566.80129211646,45249.63886190671,147550067.8955787,-23036669.39880584,-9952995.989923462,147545093.9206849,-23039559.67720733,-9956628.663218027,-970021.5652857125,-620871.7047976665,-238010.311748784,0,0,0
13 Sep 2024 07:15:23.323,30566.80235327905,45341.32330978755,147550402.4423335,-23033650.26457885,-9952350.216014514,147545492.8649012,-23037097.55674548,-9955561.41335256,-970020.521235019,-620872.3998003118,-238010.6298605409,0,0,0
13 Sep 2024 07:16:54.998,30566.80341433105,45432.99820261309,147550684.7532406,-23030668.05628979,-9951738.715108667,147545891.7190334,-23034635.68578548,-9954494.271666268,-970019.4772922397,-620873.0947290733,-238010.9479385335,0,0,0
13 Sep 2024 07:18:26.664,30566.80447528316,45524.66446480248,147550916.0774173,-23027728.26498014,-9951156.622095162,147546290.4871179,-23032174.03950555,-9953427.227399701,-970018.4334469438,-620873.7895909622,-238011.2659859695,0,0,0
13 Sep 2024 07:19:58.323,30566.80553614426,45616.32286455715,147551098.2033686,-23024835.93784009,-9950598.762049504,147546689.1725093,-23029712.59727877,-9952360.271611746,-970017.38969028,-620874.4843918048,-238011.5840055142,0,0,0
13 Sep 2024 07:21:29.975,30566.80659693287,45707.97500051558,147551233.4420219,-23021995.59325614,-9950059.699205173,147547087.7821724,-23027251.3161769,-9951293.38569439,-970016.3460041285,-620875.1791437119,-238011.9020027164,0,0,0
13 Sep 2024 07:23:01.624,30566.80765768985,45799.62440282106,147551324.6012932,-23019211.14133222,-9949533.789064031,147547486.3314674,-23024790.1014012,-9950226.528555436,-970015.3023482263,-620875.8738734536,-238012.2199898213,0,0,0
13 Sep 2024 07:24:33.273,30566.80871843753,45891.27300266409,147551374.9511997,-23016485.95133077,-9949015.258501101,147547884.8287951,-23022328.90109139,-9949159.677715123,-970014.2587006092,-620876.5685956627,-238012.5379735306,0,0,0
13 Sep 2024 07:26:04.924,30566.80977921349,45982.9240454128,147551388.1929028,-23013822.72669788,-9948498.249515656,147548283.2882651,-23019867.6280945,-9948092.795395458,-970013.2150243521,-620877.2633349411,-238012.8559651021,0,0,0
13 Sep 2024 07:27:36.581,30566.81084006311,46074.58145285491,147551368.4175031,-23011223.4980569,-9947976.884369573,147548681.7269208,-23017406.17709137,-9947025.835943989,-970012.1712747514,-620877.9581210166,-238013.173978148,0,0,0
13 Sep 2024 07:29:08.248,30566.81190102048,46166.248169553,147551320.0633435,-23008689.64860969,-9947445.33612372,147549080.1575482,-23014944.46901348,-9945958.765087074,-970011.1274183095,-620878.6529762,-238013.4920228776,0,0,0
13 Sep 2024 07:30:39.927,30566.81296212178,46257.92732237605,147551247.8699985,-23006221.86488355,-9946897.882874066,147549478.5937239,-23012482.41987019,-9944891.546417495,-970010.0834193826,-620879.3479242139,-238013.810110148,0,0,0
13 Sep 2024 07:32:11.621,30566.81402338871,46349.62078436511,147551156.8299647,-23003820.1669598,-9946328.976254283,147549877.0435652,-23010019.979367,-9943824.158134229,-970009.0392566621,-620880.0429792404,-238014.1282464489,0,0,0
13 Sep 2024 07:33:43.332,30566.81508485593,46441.33155257441,147551052.1344987,-23001483.84407166,-9945733.28513556,147550275.5200706,-23007557.06701474,-9942756.565347839,-970007.9948960245,-620880.7381639965,-238014.446442185,0,0,0
13 Sep 2024 07:35:15.060,30566.81614652886,46533.0600937712,147550939.1232197,-22999211.55511653,-9945105.774850858,147550674.0252401,-23005093.670275,-9941688.762623344,-970006.9503321052,-620881.4334820285,-238014.7646989711,0,0,0
13 Sep 2024 07:36:46.808,30566.81720842513,46624.80793147115,147550823.2243562,-22997001.24931192,-9944441.737644449,147551072.565663,-23002629.74822981,-9940620.73222415,-970005.9055476189,-620882.1289448813,-238015.0830220971,0,0,0
13 Sep 2024 07:38:18.574,30566.818270527,46716.57353272894,147550709.9025969,-22994850.28664785,-9943736.872129278,147551471.1346509,-23000165.34204348,-9939552.491993664,-970004.8605599701,-620882.824540928,-238015.4014062397,0,0,0
13 Sep 2024 07:39:50.356,30566.81933282709,46808.35626041517,147550604.5962196,-22992755.36811617,-9942987.302353842,147551869.7294086,-22997700.46882316,-9938484.049347294,-970003.8153765202,-620883.5202653445,-238015.7198491897,0,0,0
13 Sep 2024 07:41:22.155,30566.82039531152,46900.1549153938,147550512.6611272,-22990712.60625962,-9942189.629607532,147552268.3447022,-22995235.16076922,-9937415.418242887,-970002.7700107694,-620884.2161090374,-238016.0383467879,0,0,0
13 Sep 2024 07:42:53.966,30566.82145794038,46991.96604893077,147550439.3149434,-22988717.60177783,-9941340.98578932,147552666.9655336,-22992769.510497,-9936346.638826184,-970001.7245021164,-620884.9120458663,-238016.3568870667,0,0,0
13 Sep 2024 07:44:25.787,30566.82252067741,47083.78652818501,147550389.5777502,-22986765.43221197,-9940439.044550901,147553065.5782835,-22990303.60213933,-9935277.747566056,-970000.6788861156,-620885.6080520824,-238016.6754591558,0,0,0
13 Sep 2024 07:45:57.613,30566.82358348557,47175.6131536793,147550368.2185978,-22984850.71457922,-9939482.049644452,147553464.1690496,-22987837.52161958,-9934208.781707503,-969999.6331992745,-620886.3041034304,-238016.9940519575,0,0,0
13 Sep 2024 07:47:29.443,30566.8246463283,47267.44276522659,147550379.7043246,-22982967.66175698,-9938468.832996208,147553862.7241073,-22985371.35380695,-9933139.778038574,-969998.5874776542,-620887.0001759604,-238017.3126545046,0,0,0
13 Sep 2024 07:49:01.270,30566.8257091453,47359.27015389316,147550428.1501927,-22981110.18734635,-9937398.852451468,147554261.2208483,-22982905.2385928,-9932070.797197629,-969997.541780442,-620887.6962301917,-238017.6312487256,0,0,0
13 Sep 2024 07:50:33.092,30566.8267718963,47451.09184014145,147550517.2754976,-22979271.89488458,-9936272.157164559,147554659.6441789,-22980439.26942525,-9931001.879691388,-969996.4961473048,-620888.3922397383,-238017.9498225469,0,0,0
13 Sep 2024 07:52:04.903,30566.82783452146,47542.9026540136,147550650.3612232,-22977446.21724904,-9935089.427500488,147555057.9716792,-22977973.58515175,-9929933.085705707,-969995.4506371319,-620889.0881654099,-238018.2683580332,0,0,0
13 Sep 2024 07:53:36.699,30566.82889697767,47634.69887080137,147550830.2169368,-22975626.42601632,-9933851.930546364,147555456.1872095,-22975508.28580734,-9928864.458602507,-969994.4052923322,-620889.7839789949,-238018.586842265,0,0,0
13 Sep 2024 07:55:08.476,30566.8299592183,47726.47646121914,147551059.1487265,-22973805.74038386,-9932561.528071921,147555854.2733168,-22973043.47960804,-9927796.045289895,-969993.3601588011,-620890.4796499386,-238018.9052612558,0,0,0
13 Sep 2024 07:56:40.233,30566.83102121311,47818.23281294201,147551338.9385627,-22971977.36724487,-9931220.632603509,147556252.2187017,-22970579.23671664,-9926727.876181144,-969992.3152663112,-620891.1751584373,-238019.2236059494,0,0,0
13 Sep 2024 07:58:11.964,30566.83208291421,47909.96378824348,147551670.8168759,-22970134.63385611,-9929832.223669397,147556650.005456,-22968115.66826365,-9925659.999447692,-969991.2706618905,-620891.8704731315,-238019.5418619849,0,0,0
13 Sep 2024 07:59:43.667,30566.83314429469,48001.66706177406,147552055.4590647,-22968270.9945659,-9928399.767497815,147557047.623538,-22965652.83670665,-9924592.442162842,-969990.226372093,-620892.5655763932,-238019.8600213006,0,0,0
13 Sep 2024 08:01:15.342,30566.83420535018,48093.34225540515,147552492.9833183,-22966380.09762049,-9926927.17369424,147557445.0713522,-22963190.7522081,-9923525.208731664,-969989.1824012101,-620893.2604653686,-238020.1780825835,0,0,0
13 Sep 2024 08:02:46.989,30566.83526607403,48184.98879612889,147552982.9422083,-22964455.89590922,-9925418.785297977,147557842.3464594,-22960729.43016439,-9922458.30582797,-969988.1387557685,-620893.9551357068,-238020.4960438441,0,0,0
13 Sep 2024 08:04:18.606,30566.83632645588,48276.60578781506,147553524.3254435,-22962492.71529582,-9923879.335318593,147558239.4450211,-22958268.89465014,-9921391.743887283,-969987.095445931,-620894.6495806202,-238020.8139019758,0,0,0
13 Sep 2024 08:05:50.195,30566.8373865129,48368.19471500348,147554115.5873997,-22960485.25712621,-9922313.850094886,147558636.3735174,-22955809.10580286,-9920325.505630499,-969986.0524549186,-620895.3438113593,-238021.1316621304,0,0,0
13 Sep 2024 08:07:21.759,30566.83844627979,48459.75857380545,147554754.6633509,-22958428.66868728,-9920727.607355356,147559033.1449748,-22953349.98316341,-9919259.556181172,-969985.0097485185,-620896.037850637,-238021.4493346997,0,0,0
13 Sep 2024 08:08:53.300,30566.8395057883,48551.30010887515,147555438.9812868,-22956318.63097473,-9919126.109506607,147559429.7713242,-22950891.4530251,-9918193.863589838,-969983.9672954381,-620896.7317192629,-238021.7669292092,0,0,0
13 Sep 2024 08:10:24.824,30566.8405650886,48642.82365501858,147556165.5033025,-22954151.36034883,-9917514.992887873,147559826.2713792,-22948433.39897354,-9917128.377394633,-969982.9250463843,-620897.4254500903,-238022.0844606981,0,0,0
13 Sep 2024 08:11:56.332,30566.84162421561,48734.33222909225,147556930.7362119,-22951923.71400137,-9915900.018518878,147560222.6582352,-22945975.73998937,-9916063.062476309,-969981.8829669952,-620898.1190659776,-238022.4019396361,0,0,0
13 Sep 2024 08:13:27.832,30566.84268323936,48825.83188083954,147557730.8045584,-22949633.11622471,-9914286.934466939,147560618.9581155,-22943518.31360578,-9914997.848410781,-969980.840988338,-620898.8126128018,-238022.719387006,0,0,0
13 Sep 2024 08:14:59.327,30566.84374220995,48917.32694003731,147558561.4530873,-22947277.69702037,-9912681.498591907,147561015.1897863,-22941061.00352244,-9913932.684785653,-969979.7990611196,-620899.506123364,-238023.0368178319,0,0,0
13 Sep 2024 08:16:30.822,30566.84480118436,49008.82232895819,147559418.1105568,-22944856.25418549,-9911089.377079751,147561411.3745662,-22938603.67755013,-9912867.514301218,-969978.7571293116,-620900.1996349879,-238023.3542491961,0,0,0
13 Sep 2024 08:18:02.324,30566.84586022925,49100.32380722696,147560295.9410411,-22942368.25510993,-9909516.080891017,147561807.5373896,-22936146.18100048,-9911802.269905128,-969977.7151273489,-620900.8931913264,-238023.6717010755,0,0,0
13 Sep 2024 08:19:33.835,30566.84691938405,49191.83478177292,147561189.8639389,-22939813.92727835,-9907966.962480199,147562203.6929949,-22933688.42237105,-9910736.91193407,-969976.6730163693,-620901.5868181884,-238023.9891852923,0,0,0
13 Sep 2024 08:21:05.359,30566.84797869163,49283.35895687342,147562094.6316843,-22937194.18586888,-9906447.11287852,147562599.8573998,-22931230.30217227,-9909671.397262581,-969975.6307542324,-620902.2805436701,-238024.3067146949,0,0,0
13 Sep 2024 08:22:36.900,30566.84903819809,49374.90031529451,147563004.8849177,-22934510.62184737,-9904961.308985407,147562996.0478196,-22928771.71343387,-9908605.679522563,-969974.5882955492,-620902.9743979536,-238024.6243031025,0,0,0
13 Sep 2024 08:24:08.460,30566.85009791805,49466.46011935081,147563915.1787509,-22931765.57343756,-9903514.010985468,147563392.2696895,-22926312.62224966,-9907539.744016817,-969973.5456259847,-620903.6683905944,-238024.9419548959,0,0,0
13 Sep 2024 08:25:40.041,30566.85115787988,49558.0408220063,147564820.0786115,-22928961.98841076,-9902109.250879405,147563788.5335931,-22923852.9627348,-9906473.562186429,-969972.5027175248,-620904.3625401966,-238025.2596785836,0,0,0
13 Sep 2024 08:27:11.642,30566.85221808242,49649.64232110651,147565714.1805593,-22926103.50601472,-9900750.647716636,147564184.8390553,-22921392.73762892,-9905407.135218954,-969971.4595714211,-620905.0568459816,-238025.5774738081,0,0,0
13 Sep 2024 08:28:43.266,30566.8532785366,49741.26556213014,147566592.2039221,-22923194.31010166,-9899441.312897529,147564581.1901328,-22918931.92153429,-9904340.452105343,-969970.4161768854,-620905.7513151169,-238025.8953438513,0,0,0
13 Sep 2024 08:30:14.908,30566.85433920857,49832.90762094548,147567449.00049,-22920239.24120789,-9898183.886572072,147564977.5741439,-22916470.59298334,-9903273.546886837,-969969.3725672066,-620906.4459254332,-238026.2132785711,0,0,0
13 Sep 2024 08:31:46.568,30566.85540009749,49924.56842368701,147568279.6737,-22917243.53363571,-9896980.412941514,147565373.990739,-22914008.75395641,-9902206.420421865,-969968.3287431896,-620907.1406763718,-238026.531277705,0,0,0
13 Sep 2024 08:33:18.245,30566.85646116392,50016.24456279678,147569079.5734596,-22914212.9590622,-9895832.402797274,147565770.4251542,-22911546.49597102,-9901139.1123803,-969967.2847437263,-620907.8355421014,-238026.8493294343,0,0,0
13 Sep 2024 08:34:49.934,30566.85752238752,50107.93428153265,147569844.3918374,-22911153.60473299,-9894740.750095826,147566166.8697696,-22909083.86620762,-9900071.643213313,-969966.2405887246,-620908.5305093154,-238027.1674276665,0,0,0
13 Sep 2024 08:36:21.634,30566.85858372581,50199.63391050696,147570570.1783732,-22908071.92651241,-9893705.766863931,147566563.308701,-22906620.96321778,-9899004.055639792,-969965.1963200271,-620909.2255501933,-238027.4855596647,0,0,0
13 Sep 2024 08:37:53.340,30566.85964514268,50291.34032787988,147571253.4042001,-22904974.59955909,-9892727.148877619,147566959.7284384,-22904157.8708479,-9897936.386004414,-969964.1519731581,-620909.9206410684,-238027.8037146032,0,0,0
13 Sep 2024 08:39:25.051,30566.86070660339,50383.05053345393,147571890.9958812,-22901868.4614143,-9891803.985012721,147567356.1160045,-22901694.66967823,-9896868.669236062,-969963.1075823307,-620910.6157592125,-238028.1218820699,0,0,0
13 Sep 2024 08:40:56.761,30566.86176806546,50474.76085595554,147572480.3633429,-22898760.46622365,-9890934.774819242,147567752.4555282,-22899231.45831409,-9895800.948076919,-969962.0631892979,-620911.310876783,-238028.4400493316,0,0,0
13 Sep 2024 08:42:28.469,30566.86282950464,50566.46920106141,147573019.4423187,-22895657.53483323,-9890117.423505856,147568148.7379599,-22896768.29300711,-9894733.246910201,-969961.0188179612,-620912.0059779212,-238028.7582091186,0,0,0
13 Sep 2024 08:44:00.173,30566.86389089431,50658.17326888209,147573506.7035545,-22892566.54145275,-9889349.283212762,147568544.9533665,-22894305.2355308,-9893665.592512697,-969959.9744944274,-620912.7010451891,-238029.076353455,0,0,0
13 Sep 2024 08:45:31.872,30566.86495221748,50749.87159059383,147573941.1747736,-22889494.20575326,-9888627.172845211,147568941.0954094,-22891842.32533788,-9892598.001985859,-969958.9302355349,-620913.3960674517,-238029.3944772482,0,0,0
13 Sep 2024 08:47:03.562,30566.86601344694,50841.56181570143,147574322.4425663,-22886447.07867834,-9887947.426294753,147569337.1539456,-22889379.62556232,-9891530.502696171,-969957.8860679567,-620914.0910268947,-238029.7125723362,0,0,0
13 Sep 2024 08:48:35.243,30566.8670745775,50933.24349629693,147574650.6690004,-22883431.38002789,-9887305.91093459,147569733.1270531,-22886917.14823713,-9890463.099859551,-969956.8419968188,-620914.785920132,-238030.0306371711,0,0,0
13 Sep 2024 08:50:06.917,30566.86813560958,51024.91666789865,147574926.5810879,-22880452.98072708,-9886698.08470878,147570129.0148989,-22884454.89241108,-9889395.793063661,-969955.7980217934,-620915.4807474241,-238030.3486718778,0,0,0
13 Sep 2024 08:51:38.582,30566.86919654771,51116.58172246534,147575151.4619214,-22877517.34490753,-9886119.045971174,147570524.8191889,-22881992.84755925,-9888328.57774628,-969954.7541382909,-620916.1755117476,-238030.6666778103,0,0,0
13 Sep 2024 08:53:10.240,30566.87025740884,51208.24012410594,147575327.1376944,-22874629.44969534,-9885563.581805365,147570920.5462564,-22879530.9743594,-9887261.436862512,-969953.7103297412,-620916.8702241927,-238030.9846600499,0,0,0
13 Sep 2024 08:54:41.894,30566.87131821239,51299.89355035359,147575455.9549523,-22871793.7607454,-9885026.229388321,147571316.2033533,-22877069.22775643,-9886194.350882448,-969952.6665769517,-620917.5648974814,-238031.3026244193,0,0,0
13 Sep 2024 08:56:13.544,30566.8723789772,51391.54363002162,147575540.7553957,-22869014.19265572,-9884501.335355278,147571711.7975161,-22874607.56401175,-9885127.30084685,-969951.6228615046,-620918.2595439516,-238031.6205765642,0,0,0
13 Sep 2024 08:57:45.194,30566.87343974578,51483.1940353266,147575584.846679,-22866294.00520473,-9883983.103823122,147572107.3446004,-22872145.88447618,-9884060.243994547,-969950.5791414678,-620918.9541914426,-238031.9385292307,0,0,0
13 Sep 2024 08:59:16.848,30566.87450055494,51574.84794657212,147575591.9637496,-22863635.84731953,-9883465.671960514,147572502.8583273,-22869684.1037373,-9882993.143302076,-969949.5353806317,-620919.6488640569,-238032.2564934455,0,0,0
13 Sep 2024 09:00:48.508,30566.87556143976,51666.50839570211,147575566.2307188,-22861041.71718845,-9882943.169136118,147572898.3517725,-22867222.14035816,-9881925.963469213,-969948.4915444553,-620920.3435847759,-238032.5744797327,0,0,0
